"outfit"	"z.outfit"	"infit"	"z.infit"	"Zh"
3.05653412862386	1.42866101330436	8.81663234529442	3.13842460468528	-1.25099038717945
1.11460246294647	0.436956376619294	2.21228734501361	1.44881309646266	-0.0908124843942283
3.71413808781754	2.93653150278907	2.75455342745449	2.43111395144087	-1.94977863962651
0.193507170427566	-0.422945735374912	0.468231875910967	-0.127178183250605	0.0755901288218316
1.69812750871278	1.26795667351661	1.21439528573409	0.578275299884188	-1.16488727389032
1.32812848972652	0.96087310615072	1.16243177504758	0.564414418686248	-1.60435315532107
1.03293987530891	0.208812909620359	0.898934795298119	-0.221238827781746	-1.2337657275271
0.234243889291765	-0.671807951070382	0.29962989441016	-0.924303607201095	0.55092928508792
0.362298193294174	-1.45138895539134	0.408356753789403	-1.45962526386653	1.26850291456307
0.493032515433255	-1.80462225885915	0.50221496324273	-1.82775621700202	1.56515952691445
0.785464585462873	0.307337808741485	1.93452851126494	0.993292428461066	-0.22004210168517
0.0834155838472018	-0.723055048792713	0.174656416910556	-0.464157548596145	0.56871002221772
0.033787796258068	-0.964141376964446	0.116261298405964	-0.614586816692518	0.743197088948154
0.328080858881721	-2.63529398174905	0.334139900253829	-2.68694992812557	1.60785257657817
2.97296963249989	1.40034543960738	7.96277606145138	2.58615006673574	-0.717005530832433
14.8391746610223	3.56297063760072	6.15467548908397	2.88620047544198	-2.49164125439173
0.41198337103976	-2.22409277558684	0.378235825818548	-2.50556927026509	1.65381142286907
0.531670819941753	-1.50112999849244	0.49206473599186	-1.7331580757139	1.65080702772515
0.508704418839582	-1.56515706721568	0.471422686702225	-1.84526513035832	0.110518688703414
0.57163598592253	0.110617062827686	1.36881850644963	0.684787607218677	-0.0467438856977166
0.033787796258068	-0.964141376964446	0.116261298405964	-0.614586816692518	0.743197088948154
1.19420567712405	0.543875021040435	1.24569947650202	0.671955561368894	-0.0420712660661344
0.311289523973159	-2.42367947508618	0.353304278447792	-2.35821539453351	1.78390251834627
0.840057507419871	-0.352303895248022	0.737921966384278	-0.73861378991352	0.39971197696286
3.04406178757293	2.83699015583653	2.73634536110256	2.7170478585802	-1.47688979773753
0.0549585503968385	-0.843407619418244	0.20941241667197	-0.390209451642733	0.926019439891633
0.361463054905371	-0.138822636568211	0.394885012146353	-0.302415736306171	0.300790797973903
0.313803176586812	-2.51391781932304	0.259598531267066	-3.04371469464014	1.89404660519249
3.46911442781907	1.61622690131085	3.81666436594983	2.15410746217168	-1.17231589407384
1.5235714110014	1.45772085248929	1.64114325567908	1.7633279456958	-1.0812266138895
0.368824387971643	-2.31174797898344	0.369504925064569	-2.43941947709569	1.75206546352187
0.734328105997122	-0.396404343116725	0.566387851239032	-0.951830511076488	0.514343145413608
0.342677013647936	-1.95900363363547	0.408011692237603	-1.83545420610893	1.44242117180173
0.86570124595214	-0.0465442629552976	0.881267473342753	-0.0633771240292812	-0.259398564852663
1.36322446089536	1.0514883718051	1.29162278555266	0.901135927419997	-0.957629611305056
0.264535232103422	-0.379571644687694	0.448379600265252	-0.462743546481635	0.239847710049177
0.937305423081863	0.183778624240848	0.857494670301002	-0.00478983603731328	-0.443228043251977
0.413338800520414	-1.54413962836605	0.599614811568426	-1.00090935067781	1.35822744656736
0.991295089172387	0.0887912268906498	0.986925766519903	0.0713323103730363	0.0963442997964322
0.654317414714946	-1.07896318588407	0.743968410035064	-0.767422252615906	1.41072546973727
0.729738057441619	0.0897752728686847	1.19021588857397	0.49200261890862	0.0644649578615294
0.623172482341339	-1.13144392043843	0.601362890089994	-1.26067454315956	1.22661218678491
1.20057392030638	0.502258325026225	0.743525204126476	-0.260304201507112	-0.0557737446359976
0.277078348834489	-2.87501516609014	0.314934398991686	-2.7781663873254	2.10060493072282
1.209020949812	0.59987034445602	1.6248764705217	1.46786855459134	0.260418255817355
0.613786882286027	-0.379509539801918	0.836719102938878	-0.0718591383209702	0.34351083967719
2.31646705799532	1.15690884138431	3.95142144362809	2.0794713107695	-0.816932180352353
0.530186661827449	-1.55650065192825	0.530701800685747	-1.63825646727847	0.893849540479183
1.34503758333336	0.963905334907295	1.47101050729691	1.29790871951741	-0.541074755750659
1.70438032493743	0.884016419719838	4.78701202597712	2.34025200744214	-0.645276621608976
0.650162467417577	-0.184325358671429	0.474858309459821	-0.710314053776454	0.350433898532028
1.49972636442465	1.30796974146325	1.58183597192082	1.55208153117024	-1.14995564935608
3.41827162574017	1.78097750876578	4.61958431972793	2.73961796523589	-1.58876666169979
1.7618115059321	1.51678130372462	2.05318666968964	2.08688332011465	-1.98313883965572
0.785464585462873	0.307337808741485	1.93452851126494	0.993292428461066	-0.22004210168517
0.397049531277051	-0.0907760206461407	0.454585318301329	-0.404913595835609	0.110633658349851
0.0571770268564572	-0.832698185298253	0.159934258252912	-0.49845753344418	0.57565491059293
1.85106706156057	1.1828540461063	1.18160414634416	0.483244652077028	-0.277317486389474
3.01939608371411	1.41614144497712	6.21943324953963	2.30365236105017	-0.729822462276518
0.0834155838472018	-0.723055048792713	0.174656416910556	-0.464157548596145	0.56871002221772
0.033787796258068	-0.964141376964446	0.116261298405964	-0.614586816692518	0.743197088948154
0.159156277907996	-4.04727986730419	0.164880596025633	-4.14833435160792	1.47775398095645
